order_id,product_id,customer_id,order_date,return_date,product_category,product_price,quantity,return_reason,return_status,days_to_return,payment_method,shipping_method,discount_applied,source
ORD00002485,PROD00002485,USER00002485,2023-06-25,,Toys,309.94,1,,Not Returned,,PayPal,Express,46.81,synthetic_returns
ORD00004816,PROD00004816,USER00004816,2023-06-26,2024-01-05,Books,97.63,4,Changed mind,Returned,193.0,PayPal,Standard,40.71,synthetic_returns
ORD00006974,PROD00006974,USER00006974,2023-06-26,,Clothing,115.99,4,,Not Returned,,Credit Card,Next-Day,45.95,synthetic_returns
ORD00009063,PROD00009063,USER00009063,2023-06-26,,Home,273.44,5,,Not Returned,,Gift Card,Standard,37.28,synthetic_returns
ORD00001127,PROD00001127,USER00001127,2023-06-27,2024-05-01,Electronics,60.53,2,Changed mind,Returned,309.0,Debit Card,Next-Day,8.74,synthetic_returns
ORD00001418,PROD00001418,USER00001418,2023-06-27,2023-04-17,Home,223.75,4,Changed mind,Returned,-71.0,Debit Card,Next-Day,34.88,synthetic_returns
ORD00003397,PROD00003397,USER00003397,2023-06-27,2024-06-13,Books,248.33,2,Changed mind,Returned,352.0,Credit Card,Next-Day,39.49,synthetic_returns
ORD00009593,PROD00009593,USER00009593,2023-06-27,2024-05-22,Toys,334.0,4,Changed mind,Returned,330.0,PayPal,Next-Day,46.56,synthetic_returns
ORD00005399,PROD00005399,USER00005399,2023-06-28,2024-12-25,Clothing,181.89,5,Not as described,Returned,546.0,Debit Card,Standard,40.14,synthetic_returns
ORD00007772,PROD00007772,USER00007772,2023-06-28,2024-02-17,Books,425.13,3,Not as described,Returned,234.0,PayPal,Express,8.83,synthetic_returns
ORD00009190,PROD00009190,USER00009190,2023-06-28,2023-06-08,Electronics,311.42,3,Defective,Returned,-20.0,Debit Card,Next-Day,23.56,synthetic_returns
ORD00009510,PROD00009510,USER00009510,2023-06-28,2023-09-25,Books,256.51,2,Not as described,Returned,89.0,PayPal,Standard,16.7,synthetic_returns
ORD00009646,PROD00009646,USER00009646,2023-06-28,2024-12-04,Electronics,46.15,4,Wrong item,Returned,525.0,Credit Card,Next-Day,29.55,synthetic_returns
ORD00009989,PROD00009989,USER00009989,2023-06-28,,Home,354.44,4,,Not Returned,,Credit Card,Next-Day,42.94,synthetic_returns
ORD00000745,PROD00000745,USER00000745,2023-06-29,2023-01-18,Electronics,303.85,2,Changed mind,Returned,-162.0,PayPal,Standard,40.96,synthetic_returns
ORD00004350,PROD00004350,USER00004350,2023-06-29,,Books,37.42,4,,Not Returned,,Gift Card,Next-Day,22.51,synthetic_returns
ORD00005100,PROD00005100,USER00005100,2023-06-29,,Electronics,145.34,2,,Not Returned,,Gift Card,Express,1.2,synthetic_returns
ORD00008421,PROD00008421,USER00008421,2023-06-29,2023-09-03,Toys,146.0,3,Not as described,Returned,66.0,Credit Card,Express,9.67,synthetic_returns
ORD00008868,PROD00008868,USER00008868,2023-06-29,,Clothing,104.24,2,,Not Returned,,PayPal,Express,26.54,synthetic_returns
ORD00005044,PROD00005044,USER00005044,2023-06-30,2023-06-14,Electronics,346.75,2,Wrong item,Returned,-16.0,Debit Card,Next-Day,2.66,synthetic_returns
ORD00006879,PROD00006879,USER00006879,2023-06-30,,Toys,70.06,4,,Not Returned,,Debit Card,Express,48.05,synthetic_returns
ORD00008894,PROD00008894,USER00008894,2023-06-30,2023-04-08,Books,413.46,3,Defective,Returned,-83.0,Gift Card,Express,47.25,synthetic_returns
ORD00002340,PROD00002340,USER00002340,2023-07-01,,Toys,471.91,2,,Not Returned,,Debit Card,Next-Day,2.65,synthetic_returns
ORD00004802,PROD00004802,USER00004802,2023-07-01,2024-01-25,Books,499.44,1,Wrong item,Returned,208.0,PayPal,Standard,42.9,synthetic_returns
ORD00006997,PROD00006997,USER00006997,2023-07-01,,Toys,235.75,2,,Not Returned,,Credit Card,Next-Day,7.43,synthetic_returns
ORD00002018,PROD00002018,USER00002018,2023-07-02,2023-05-16,Home,195.11,4,Not as described,Returned,-47.0,Credit Card,Express,8.12,synthetic_returns
ORD00002516,PROD00002516,USER00002516,2023-07-02,,Electronics,140.74,2,,Not Returned,,Gift Card,Express,46.15,synthetic_returns
ORD00004879,PROD00004879,USER00004879,2023-07-02,2023-10-22,Electronics,101.29,2,Not as described,Returned,112.0,Gift Card,Standard,28.44,synthetic_returns
ORD00008714,PROD00008714,USER00008714,2023-07-02,2024-01-01,Toys,114.62,1,Changed mind,Returned,183.0,Gift Card,Express,18.7,synthetic_returns
ORD00000020,PROD00000020,USER00000020,2023-07-03,,Clothing,6.14,1,,Not Returned,,Credit Card,Next-Day,47.47,synthetic_returns
ORD00001795,PROD00001795,USER00001795,2023-07-03,2023-03-27,Toys,199.43,1,Not as described,Returned,-98.0,Gift Card,Next-Day,46.3,synthetic_returns
ORD00009419,PROD00009419,USER00009419,2023-07-03,2023-06-11,Clothing,306.45,4,Changed mind,Returned,-22.0,Gift Card,Express,3.85,synthetic_returns
ORD00001658,PROD00001658,USER00001658,2023-07-04,,Toys,195.78,3,,Not Returned,,Credit Card,Standard,2.3,synthetic_returns
ORD00002664,PROD00002664,USER00002664,2023-07-04,2023-09-04,Electronics,122.37,1,Not as described,Returned,62.0,PayPal,Express,19.77,synthetic_returns
ORD00001741,PROD00001741,USER00001741,2023-07-05,2024-06-15,Clothing,167.55,1,Not as described,Returned,346.0,PayPal,Next-Day,26.71,synthetic_returns
ORD00005053,PROD00005053,USER00005053,2023-07-05,2024-11-14,Home,357.27,4,Defective,Returned,498.0,PayPal,Standard,33.1,synthetic_returns
ORD00007567,PROD00007567,USER00007567,2023-07-05,2023-11-30,Home,343.42,5,Changed mind,Returned,148.0,PayPal,Standard,41.06,synthetic_returns
ORD00002012,PROD00002012,USER00002012,2023-07-06,,Electronics,201.88,2,,Not Returned,,Debit Card,Express,45.17,synthetic_returns
ORD00006749,PROD00006749,USER00006749,2023-07-06,,Clothing,86.33,3,,Not Returned,,Credit Card,Standard,14.06,synthetic_returns
ORD00000932,PROD00000932,USER00000932,2023-07-07,2024-11-21,Home,469.94,4,Changed mind,Returned,503.0,Credit Card,Express,3.81,synthetic_returns
ORD00002620,PROD00002620,USER00002620,2023-07-07,2023-01-06,Home,83.74,2,Wrong item,Returned,-182.0,Credit Card,Express,6.05,synthetic_returns
ORD00004712,PROD00004712,USER00004712,2023-07-07,2023-09-15,Toys,487.72,1,Defective,Returned,70.0,Gift Card,Next-Day,4.83,synthetic_returns
ORD00007016,PROD00007016,USER00007016,2023-07-07,,Electronics,187.74,5,,Not Returned,,Gift Card,Standard,25.63,synthetic_returns
ORD00009715,PROD00009715,USER00009715,2023-07-07,2023-12-13,Clothing,113.53,3,Changed mind,Returned,159.0,Debit Card,Express,15.94,synthetic_returns
ORD00001516,PROD00001516,USER00001516,2023-07-08,,Home,321.33,4,,Not Returned,,PayPal,Express,29.3,synthetic_returns
ORD00004623,PROD00004623,USER00004623,2023-07-08,,Books,36.43,3,,Not Returned,,Gift Card,Standard,27.39,synthetic_returns
ORD00007405,PROD00007405,USER00007405,2023-07-08,,Books,138.28,2,,Not Returned,,Credit Card,Express,24.04,synthetic_returns
ORD00007606,PROD00007606,USER00007606,2023-07-08,,Toys,299.69,5,,Not Returned,,Debit Card,Next-Day,24.87,synthetic_returns
ORD00008328,PROD00008328,USER00008328,2023-07-08,2024-08-06,Toys,491.13,4,Not as described,Returned,395.0,Debit Card,Express,12.41,synthetic_returns
ORD00007415,PROD00007415,USER00007415,2023-07-09,2023-12-23,Electronics,456.8,4,Defective,Returned,167.0,Debit Card,Express,25.13,synthetic_returns
ORD00008278,PROD00008278,USER00008278,2023-07-09,2024-09-05,Electronics,55.13,5,Changed mind,Returned,424.0,PayPal,Next-Day,43.51,synthetic_returns
ORD00002906,PROD00002906,USER00002906,2023-07-10,,Books,352.57,1,,Not Returned,,PayPal,Standard,29.32,synthetic_returns
ORD00003079,PROD00003079,USER00003079,2023-07-10,,Books,308.61,1,,Not Returned,,PayPal,Standard,40.48,synthetic_returns
ORD00005274,PROD00005274,USER00005274,2023-07-10,,Home,475.22,5,,Not Returned,,Debit Card,Standard,14.3,synthetic_returns
ORD00006605,PROD00006605,USER00006605,2023-07-10,,Home,66.84,5,,Not Returned,,PayPal,Standard,14.2,synthetic_returns
ORD00004540,PROD00004540,USER00004540,2023-07-11,2024-02-11,Electronics,180.31,2,Not as described,Returned,215.0,Gift Card,Express,12.89,synthetic_returns
ORD00005735,PROD00005735,USER00005735,2023-07-11,2024-07-30,Toys,350.5,2,Defective,Returned,385.0,PayPal,Standard,13.46,synthetic_returns
ORD00003006,PROD00003006,USER00003006,2023-07-12,,Toys,317.45,5,,Not Returned,,PayPal,Standard,44.29,synthetic_returns
ORD00006620,PROD00006620,USER00006620,2023-07-12,2023-02-03,Clothing,148.24,1,Wrong item,Returned,-159.0,PayPal,Next-Day,28.67,synthetic_returns
ORD00006794,PROD00006794,USER00006794,2023-07-12,2023-07-31,Home,169.91,2,Defective,Returned,19.0,Gift Card,Next-Day,14.78,synthetic_returns
ORD00005381,PROD00005381,USER00005381,2023-07-13,2023-10-03,Books,115.93,2,Not as described,Returned,82.0,Debit Card,Next-Day,35.97,synthetic_returns
ORD00007695,PROD00007695,USER00007695,2023-07-13,,Clothing,73.34,5,,Not Returned,,Debit Card,Express,33.74,synthetic_returns
ORD00000764,PROD00000764,USER00000764,2023-07-14,,Clothing,229.86,2,,Not Returned,,Debit Card,Standard,14.42,synthetic_returns
ORD00002592,PROD00002592,USER00002592,2023-07-14,,Toys,38.0,5,,Not Returned,,Gift Card,Standard,30.32,synthetic_returns
ORD00002910,PROD00002910,USER00002910,2023-07-15,,Home,482.35,5,,Not Returned,,PayPal,Express,40.16,synthetic_returns
ORD00003467,PROD00003467,USER00003467,2023-07-15,,Toys,28.51,4,,Not Returned,,Gift Card,Standard,42.39,synthetic_returns
ORD00005639,PROD00005639,USER00005639,2023-07-15,,Home,138.44,4,,Not Returned,,Debit Card,Standard,44.91,synthetic_returns
ORD00005665,PROD00005665,USER00005665,2023-07-15,,Home,80.16,5,,Not Returned,,Debit Card,Express,47.91,synthetic_returns
ORD00000245,PROD00000245,USER00000245,2023-07-17,,Electronics,478.53,1,,Not Returned,,Credit Card,Standard,32.12,synthetic_returns
ORD00002864,PROD00002864,USER00002864,2023-07-17,,Electronics,475.84,2,,Not Returned,,Debit Card,Next-Day,42.43,synthetic_returns
ORD00006681,PROD00006681,USER00006681,2023-07-17,2023-12-20,Electronics,438.44,5,Not as described,Returned,156.0,Credit Card,Express,17.26,synthetic_returns
ORD00000993,PROD00000993,USER00000993,2023-07-18,,Books,22.32,3,,Not Returned,,PayPal,Standard,49.41,synthetic_returns
ORD00004418,PROD00004418,USER00004418,2023-07-18,,Clothing,483.66,1,,Not Returned,,Gift Card,Express,46.03,synthetic_returns
ORD00000393,PROD00000393,USER00000393,2023-07-19,2024-03-12,Clothing,148.57,5,Wrong item,Returned,237.0,Gift Card,Standard,15.82,synthetic_returns
ORD00003132,PROD00003132,USER00003132,2023-07-19,,Home,79.19,2,,Not Returned,,Gift Card,Express,2.86,synthetic_returns
ORD00008247,PROD00008247,USER00008247,2023-07-19,,Electronics,384.47,2,,Not Returned,,Credit Card,Next-Day,10.79,synthetic_returns
ORD00006472,PROD00006472,USER00006472,2023-07-20,,Toys,181.97,5,,Not Returned,,Credit Card,Express,45.89,synthetic_returns
ORD00008846,PROD00008846,USER00008846,2023-07-20,2024-08-29,Toys,180.82,2,Changed mind,Returned,406.0,Gift Card,Express,40.75,synthetic_returns
ORD00001078,PROD00001078,USER00001078,2023-07-21,,Books,175.66,4,,Not Returned,,PayPal,Standard,10.96,synthetic_returns
ORD00006911,PROD00006911,USER00006911,2023-07-21,2023-03-19,Books,238.54,2,Changed mind,Returned,-124.0,Gift Card,Express,14.65,synthetic_returns
ORD00008336,PROD00008336,USER00008336,2023-07-21,,Toys,118.7,5,,Not Returned,,Credit Card,Next-Day,47.47,synthetic_returns
ORD00008922,PROD00008922,USER00008922,2023-07-21,2023-12-12,Electronics,137.69,4,Wrong item,Returned,144.0,PayPal,Express,0.52,synthetic_returns
ORD00001501,PROD00001501,USER00001501,2023-07-22,,Clothing,143.13,4,,Not Returned,,Debit Card,Express,9.93,synthetic_returns
ORD00004339,PROD00004339,USER00004339,2023-07-23,2023-02-19,Toys,265.6,1,Defective,Returned,-154.0,PayPal,Standard,25.52,synthetic_returns
ORD00004716,PROD00004716,USER00004716,2023-07-23,,Home,169.6,4,,Not Returned,,PayPal,Express,22.4,synthetic_returns
ORD00005459,PROD00005459,USER00005459,2023-07-23,,Clothing,377.75,1,,Not Returned,,Gift Card,Standard,5.47,synthetic_returns
ORD00007620,PROD00007620,USER00007620,2023-07-23,2023-02-09,Home,371.99,3,Changed mind,Returned,-164.0,Debit Card,Express,36.2,synthetic_returns
ORD00002145,PROD00002145,USER00002145,2023-07-24,2024-10-30,Clothing,61.18,3,Changed mind,Returned,464.0,Credit Card,Next-Day,29.17,synthetic_returns
ORD00003007,PROD00003007,USER00003007,2023-07-24,2024-06-11,Toys,297.13,5,Wrong item,Returned,323.0,Debit Card,Next-Day,42.7,synthetic_returns
ORD00003706,PROD00003706,USER00003706,2023-07-24,2024-11-24,Books,406.95,3,Wrong item,Returned,489.0,Debit Card,Next-Day,30.86,synthetic_returns
ORD00007428,PROD00007428,USER00007428,2023-07-24,,Toys,316.78,5,,Not Returned,,PayPal,Express,10.01,synthetic_returns
ORD00000871,PROD00000871,USER00000871,2023-07-25,,Electronics,172.92,3,,Not Returned,,Credit Card,Next-Day,11.62,synthetic_returns
ORD00005617,PROD00005617,USER00005617,2023-07-25,2023-05-30,Electronics,5.64,1,Not as described,Returned,-56.0,Gift Card,Express,43.11,synthetic_returns
ORD00000453,PROD00000453,USER00000453,2023-07-26,2024-08-30,Books,388.41,1,Not as described,Returned,401.0,Credit Card,Standard,6.88,synthetic_returns
ORD00000304,PROD00000304,USER00000304,2023-07-27,2023-04-25,Clothing,456.02,3,Changed mind,Returned,-93.0,Gift Card,Express,28.93,synthetic_returns
ORD00002614,PROD00002614,USER00002614,2023-07-27,,Clothing,11.09,2,,Not Returned,,Debit Card,Standard,36.04,synthetic_returns
ORD00005489,PROD00005489,USER00005489,2023-07-27,2023-02-16,Home,455.77,1,Changed mind,Returned,-161.0,Credit Card,Standard,38.42,synthetic_returns
ORD00006625,PROD00006625,USER00006625,2023-07-27,,Toys,80.59,5,,Not Returned,,Debit Card,Standard,29.96,synthetic_returns
ORD00000774,PROD00000774,USER00000774,2023-07-28,,Electronics,5.45,4,,Not Returned,,Gift Card,Express,13.69,synthetic_returns
ORD00001544,PROD00001544,USER00001544,2023-07-28,2024-06-09,Toys,238.5,5,Changed mind,Returned,317.0,Gift Card,Next-Day,45.0,synthetic_returns
ORD00000093,PROD00000093,USER00000093,2023-07-29,2024-07-01,Home,230.9,2,Defective,Returned,338.0,Credit Card,Next-Day,26.62,synthetic_returns
ORD00002882,PROD00002882,USER00002882,2023-07-29,2024-06-17,Home,429.38,5,Changed mind,Returned,324.0,Debit Card,Express,4.27,synthetic_returns
ORD00003776,PROD00003776,USER00003776,2023-07-29,2024-12-22,Clothing,73.31,1,Defective,Returned,512.0,PayPal,Standard,47.4,synthetic_returns
ORD00005914,PROD00005914,USER00005914,2023-07-29,,Electronics,110.44,1,,Not Returned,,Gift Card,Standard,25.1,synthetic_returns
ORD00008709,PROD00008709,USER00008709,2023-07-29,,Books,28.62,1,,Not Returned,,Gift Card,Standard,17.73,synthetic_returns
ORD00005833,PROD00005833,USER00005833,2023-07-30,,Home,273.09,1,,Not Returned,,PayPal,Next-Day,20.29,synthetic_returns
ORD00007086,PROD00007086,USER00007086,2023-07-30,2023-05-11,Electronics,97.95,2,Changed mind,Returned,-80.0,PayPal,Next-Day,3.63,synthetic_returns
ORD00001194,PROD00001194,USER00001194,2023-07-31,,Books,27.87,1,,Not Returned,,Gift Card,Next-Day,16.51,synthetic_returns
ORD00007019,PROD00007019,USER00007019,2023-07-31,,Books,72.63,1,,Not Returned,,Gift Card,Express,21.51,synthetic_returns
ORD00007376,PROD00007376,USER00007376,2023-07-31,2024-03-22,Home,443.26,4,Defective,Returned,235.0,Debit Card,Standard,33.08,synthetic_returns
ORD00003082,PROD00003082,USER00003082,2023-08-01,2023-08-29,Books,107.8,5,Changed mind,Returned,28.0,PayPal,Standard,21.37,synthetic_returns
ORD00001408,PROD00001408,USER00001408,2023-08-02,2023-10-19,Books,474.99,3,Changed mind,Returned,78.0,Debit Card,Standard,0.33,synthetic_returns
ORD00003037,PROD00003037,USER00003037,2023-08-02,,Clothing,364.71,3,,Not Returned,,Credit Card,Next-Day,18.81,synthetic_returns
ORD00004271,PROD00004271,USER00004271,2023-08-02,2023-08-21,Home,205.98,2,Defective,Returned,19.0,Credit Card,Express,9.32,synthetic_returns
ORD00004891,PROD00004891,USER00004891,2023-08-02,,Toys,475.2,1,,Not Returned,,Debit Card,Next-Day,38.9,synthetic_returns
ORD00005872,PROD00005872,USER00005872,2023-08-02,2023-05-08,Toys,331.39,3,Defective,Returned,-86.0,Credit Card,Standard,41.11,synthetic_returns
ORD00000427,PROD00000427,USER00000427,2023-08-03,,Electronics,105.47,1,,Not Returned,,Credit Card,Standard,2.31,synthetic_returns
ORD00000513,PROD00000513,USER00000513,2023-08-03,2023-06-07,Home,134.05,3,Not as described,Returned,-57.0,Debit Card,Express,45.97,synthetic_returns
ORD00002362,PROD00002362,USER00002362,2023-08-03,2024-09-07,Books,491.79,3,Changed mind,Returned,401.0,PayPal,Standard,30.11,synthetic_returns
ORD00002688,PROD00002688,USER00002688,2023-08-03,2023-12-21,Electronics,183.36,3,Changed mind,Returned,140.0,Credit Card,Next-Day,19.79,synthetic_returns
ORD00004613,PROD00004613,USER00004613,2023-08-03,2023-06-16,Home,176.89,4,Defective,Returned,-48.0,Gift Card,Express,36.21,synthetic_returns
ORD00006325,PROD00006325,USER00006325,2023-08-03,,Books,151.15,4,,Not Returned,,Credit Card,Standard,18.19,synthetic_returns
ORD00008446,PROD00008446,USER00008446,2023-08-03,2024-11-16,Home,385.26,5,Changed mind,Returned,471.0,Debit Card,Next-Day,37.53,synthetic_returns
ORD00005323,PROD00005323,USER00005323,2023-08-04,2023-08-26,Home,361.59,2,Not as described,Returned,22.0,Gift Card,Express,33.82,synthetic_returns
ORD00008235,PROD00008235,USER00008235,2023-08-04,2023-08-06,Home,204.73,2,Defective,Returned,2.0,PayPal,Next-Day,21.48,synthetic_returns
ORD00009202,PROD00009202,USER00009202,2023-08-04,,Toys,474.35,1,,Not Returned,,Debit Card,Standard,8.22,synthetic_returns
ORD00000000,PROD00000000,USER00000000,2023-08-05,2024-08-26,Clothing,411.59,3,Changed mind,Returned,387.0,Debit Card,Next-Day,45.27,synthetic_returns
ORD00000964,PROD00000964,USER00000964,2023-08-05,,Electronics,197.92,5,,Not Returned,,Gift Card,Express,23.22,synthetic_returns
ORD00003143,PROD00003143,USER00003143,2023-08-05,2024-03-17,Electronics,106.75,5,Not as described,Returned,225.0,Debit Card,Standard,22.74,synthetic_returns
ORD00006329,PROD00006329,USER00006329,2023-08-05,2024-06-28,Toys,277.54,2,Changed mind,Returned,328.0,Credit Card,Express,12.68,synthetic_returns
ORD00008696,PROD00008696,USER00008696,2023-08-05,2024-05-13,Clothing,347.5,5,Not as described,Returned,282.0,Credit Card,Express,18.25,synthetic_returns
ORD00001923,PROD00001923,USER00001923,2023-08-07,,Books,357.79,4,,Not Returned,,Debit Card,Express,8.08,synthetic_returns
ORD00002447,PROD00002447,USER00002447,2023-08-07,,Books,100.2,1,,Not Returned,,Credit Card,Express,31.93,synthetic_returns
ORD00006427,PROD00006427,USER00006427,2023-08-07,2024-12-20,Books,364.8,2,Wrong item,Returned,501.0,Gift Card,Standard,21.33,synthetic_returns
ORD00009574,PROD00009574,USER00009574,2023-08-07,,Clothing,363.42,4,,Not Returned,,Gift Card,Standard,39.19,synthetic_returns
ORD00003060,PROD00003060,USER00003060,2023-08-08,,Books,394.51,5,,Not Returned,,Credit Card,Standard,4.34,synthetic_returns
ORD00006084,PROD00006084,USER00006084,2023-08-08,2023-11-23,Electronics,105.83,5,Wrong item,Returned,107.0,Debit Card,Standard,3.41,synthetic_returns
ORD00005728,PROD00005728,USER00005728,2023-08-09,2023-02-23,Books,58.11,4,Not as described,Returned,-167.0,PayPal,Next-Day,47.32,synthetic_returns
ORD00001383,PROD00001383,USER00001383,2023-08-10,2024-03-29,Electronics,268.69,5,Wrong item,Returned,232.0,Credit Card,Next-Day,9.15,synthetic_returns
ORD00002876,PROD00002876,USER00002876,2023-08-10,2024-07-20,Books,49.67,5,Not as described,Returned,345.0,Gift Card,Express,47.92,synthetic_returns
ORD00007961,PROD00007961,USER00007961,2023-08-10,,Home,364.49,3,,Not Returned,,Credit Card,Next-Day,26.72,synthetic_returns
ORD00009569,PROD00009569,USER00009569,2023-08-11,2023-08-12,Electronics,301.51,1,Defective,Returned,1.0,PayPal,Standard,26.35,synthetic_returns
ORD00002678,PROD00002678,USER00002678,2023-08-12,,Toys,134.74,5,,Not Returned,,Gift Card,Standard,44.52,synthetic_returns
ORD00006332,PROD00006332,USER00006332,2023-08-12,2024-12-27,Books,300.66,5,Changed mind,Returned,503.0,Debit Card,Standard,20.7,synthetic_returns
ORD00006954,PROD00006954,USER00006954,2023-08-12,2024-10-18,Home,289.25,1,Wrong item,Returned,433.0,Debit Card,Express,24.51,synthetic_returns
ORD00008701,PROD00008701,USER00008701,2023-08-12,,Home,114.69,4,,Not Returned,,PayPal,Standard,16.45,synthetic_returns
ORD00002867,PROD00002867,USER00002867,2023-08-13,,Books,239.72,4,,Not Returned,,PayPal,Express,10.3,synthetic_returns
ORD00003704,PROD00003704,USER00003704,2023-08-13,2023-05-22,Home,319.36,2,Changed mind,Returned,-83.0,Credit Card,Next-Day,9.15,synthetic_returns
ORD00000676,PROD00000676,USER00000676,2023-08-14,,Clothing,282.92,4,,Not Returned,,PayPal,Express,39.06,synthetic_returns
ORD00002232,PROD00002232,USER00002232,2023-08-14,2023-06-03,Books,103.36,1,Defective,Returned,-72.0,Debit Card,Next-Day,18.81,synthetic_returns
ORD00004100,PROD00004100,USER00004100,2023-08-14,2024-08-13,Home,159.25,1,Wrong item,Returned,365.0,Credit Card,Standard,40.22,synthetic_returns
ORD00006200,PROD00006200,USER00006200,2023-08-14,,Home,418.62,5,,Not Returned,,Debit Card,Next-Day,5.04,synthetic_returns
ORD00007792,PROD00007792,USER00007792,2023-08-14,2023-05-11,Home,64.58,5,Defective,Returned,-95.0,Gift Card,Next-Day,14.68,synthetic_returns
ORD00003973,PROD00003973,USER00003973,2023-08-17,2023-12-24,Home,399.68,4,Defective,Returned,129.0,Gift Card,Standard,29.66,synthetic_returns
ORD00005768,PROD00005768,USER00005768,2023-08-17,,Home,240.0,5,,Not Returned,,Credit Card,Express,11.06,synthetic_returns
ORD00007854,PROD00007854,USER00007854,2023-08-17,2024-04-28,Toys,182.98,5,Wrong item,Returned,255.0,Gift Card,Express,26.35,synthetic_returns
ORD00009615,PROD00009615,USER00009615,2023-08-17,,Electronics,340.35,4,,Not Returned,,PayPal,Next-Day,48.69,synthetic_returns
ORD00007383,PROD00007383,USER00007383,2023-08-18,2024-10-02,Books,170.27,1,Defective,Returned,411.0,Credit Card,Next-Day,10.57,synthetic_returns
ORD00008178,PROD00008178,USER00008178,2023-08-18,,Books,137.93,4,,Not Returned,,Debit Card,Standard,4.27,synthetic_returns
ORD00000883,PROD00000883,USER00000883,2023-08-19,,Clothing,54.98,4,,Not Returned,,Debit Card,Express,42.0,synthetic_returns
ORD00001261,PROD00001261,USER00001261,2023-08-19,,Home,15.16,4,,Not Returned,,PayPal,Next-Day,26.45,synthetic_returns
ORD00001562,PROD00001562,USER00001562,2023-08-19,2024-12-31,Home,385.69,3,Wrong item,Returned,500.0,Gift Card,Express,42.99,synthetic_returns
ORD00008555,PROD00008555,USER00008555,2023-08-19,,Home,254.17,2,,Not Returned,,Credit Card,Express,44.03,synthetic_returns
ORD00001315,PROD00001315,USER00001315,2023-08-20,,Home,186.63,3,,Not Returned,,Debit Card,Standard,13.71,synthetic_returns
ORD00004983,PROD00004983,USER00004983,2023-08-20,,Home,168.64,1,,Not Returned,,Debit Card,Next-Day,31.0,synthetic_returns
ORD00007072,PROD00007072,USER00007072,2023-08-20,,Toys,453.63,1,,Not Returned,,Gift Card,Standard,21.19,synthetic_returns
ORD00008013,PROD00008013,USER00008013,2023-08-20,2024-06-25,Clothing,395.54,1,Wrong item,Returned,310.0,Debit Card,Next-Day,38.33,synthetic_returns
ORD00008708,PROD00008708,USER00008708,2023-08-20,,Toys,242.09,2,,Not Returned,,Debit Card,Standard,46.59,synthetic_returns
ORD00001957,PROD00001957,USER00001957,2023-08-21,2023-07-13,Clothing,329.73,2,Changed mind,Returned,-39.0,Gift Card,Next-Day,9.55,synthetic_returns
ORD00003309,PROD00003309,USER00003309,2023-08-21,,Books,272.21,3,,Not Returned,,PayPal,Next-Day,39.93,synthetic_returns
ORD00008267,PROD00008267,USER00008267,2023-08-21,,Toys,495.42,4,,Not Returned,,Debit Card,Standard,11.06,synthetic_returns
ORD00000809,PROD00000809,USER00000809,2023-08-22,2023-12-04,Electronics,481.63,5,Defective,Returned,104.0,Credit Card,Next-Day,40.0,synthetic_returns
ORD00005332,PROD00005332,USER00005332,2023-08-22,2024-04-23,Books,217.66,4,Wrong item,Returned,245.0,Gift Card,Next-Day,47.37,synthetic_returns
ORD00008429,PROD00008429,USER00008429,2023-08-22,2023-12-02,Electronics,437.07,3,Changed mind,Returned,102.0,Gift Card,Next-Day,4.01,synthetic_returns
ORD00006501,PROD00006501,USER00006501,2023-08-23,2024-09-26,Home,422.14,3,Defective,Returned,400.0,Debit Card,Next-Day,9.11,synthetic_returns
ORD00002487,PROD00002487,USER00002487,2023-08-24,,Books,271.76,5,,Not Returned,,Credit Card,Next-Day,10.87,synthetic_returns
ORD00005340,PROD00005340,USER00005340,2023-08-24,2024-12-26,Books,310.41,5,Not as described,Returned,490.0,Credit Card,Next-Day,29.95,synthetic_returns
ORD00006690,PROD00006690,USER00006690,2023-08-24,,Toys,37.15,3,,Not Returned,,Gift Card,Next-Day,29.6,synthetic_returns
ORD00009334,PROD00009334,USER00009334,2023-08-24,,Toys,479.72,5,,Not Returned,,Credit Card,Standard,21.52,synthetic_returns
ORD00008699,PROD00008699,USER00008699,2023-08-25,,Books,407.18,4,,Not Returned,,PayPal,Express,30.94,synthetic_returns
ORD00007722,PROD00007722,USER00007722,2023-08-26,,Books,272.59,2,,Not Returned,,Debit Card,Next-Day,46.19,synthetic_returns
ORD00007991,PROD00007991,USER00007991,2023-08-26,,Toys,123.21,3,,Not Returned,,Gift Card,Express,47.75,synthetic_returns
ORD00009857,PROD00009857,USER00009857,2023-08-26,,Home,179.32,2,,Not Returned,,Debit Card,Standard,44.79,synthetic_returns
ORD00005234,PROD00005234,USER00005234,2023-08-27,2024-05-18,Toys,332.78,3,Not as described,Returned,265.0,Gift Card,Standard,26.37,synthetic_returns
ORD00006321,PROD00006321,USER00006321,2023-08-28,2023-08-09,Toys,6.2,3,Changed mind,Returned,-19.0,PayPal,Standard,31.93,synthetic_returns
ORD00008526,PROD00008526,USER00008526,2023-08-28,,Toys,70.3,3,,Not Returned,,Debit Card,Express,32.99,synthetic_returns
ORD00008839,PROD00008839,USER00008839,2023-08-29,2024-10-31,Books,330.63,2,Wrong item,Returned,429.0,Debit Card,Express,48.87,synthetic_returns
ORD00001862,PROD00001862,USER00001862,2023-08-30,,Electronics,76.9,3,,Not Returned,,Credit Card,Standard,31.84,synthetic_returns
