shipment_id,warehouse_block,shipment_mode,customer_care_calls,customer_rating,product_cost,prior_purchases,product_importance,customer_gender,discount_offered,weight_grams,is_delayed,source
2239,D,Ship,2,5,236,3,medium,F,13,2171,1,shipping_data
2240,F,Ship,3,4,155,2,low,F,37,1780,1,shipping_data
2246,F,Ship,5,3,206,2,medium,F,59,3278,1,shipping_data
2250,F,Ship,3,4,270,2,low,M,39,3690,1,shipping_data
2255,C,Ship,4,4,176,3,high,M,34,1283,1,shipping_data
2261,C,Ship,3,2,208,4,medium,M,52,2900,1,shipping_data
2271,A,Ship,4,2,251,3,low,F,10,3517,1,shipping_data
2272,B,Ship,4,1,113,3,low,F,60,1200,1,shipping_data
2289,A,Ship,5,4,187,2,medium,F,10,3549,1,shipping_data
2302,B,Ship,4,5,113,3,low,F,52,1741,1,shipping_data
2311,D,Road,4,3,223,10,low,F,21,2943,1,shipping_data
2316,F,Road,4,5,135,2,high,F,22,1195,1,shipping_data
2318,F,Road,3,1,215,6,high,M,42,3715,1,shipping_data
2320,B,Road,3,2,238,2,medium,F,32,3274,1,shipping_data
2326,B,Flight,4,4,141,2,low,F,30,1130,1,shipping_data
2329,D,Flight,6,4,190,3,low,M,7,3175,1,shipping_data
2338,B,Flight,3,4,226,3,medium,F,22,3593,1,shipping_data
2341,D,Flight,5,4,263,3,medium,M,59,3978,1,shipping_data
2345,C,Flight,4,3,210,3,low,F,46,2344,1,shipping_data
2349,A,Ship,3,2,183,3,medium,F,44,3809,1,shipping_data
2352,F,Ship,5,1,237,4,low,M,33,2605,1,shipping_data
2358,F,Ship,4,3,267,3,low,F,42,2332,1,shipping_data
2361,A,Ship,6,4,209,5,low,F,53,3169,1,shipping_data
2378,F,Ship,3,2,167,4,medium,M,49,1973,1,shipping_data
2389,D,Ship,4,5,147,2,medium,F,19,1940,1,shipping_data
2390,F,Ship,2,4,159,2,low,F,17,1686,1,shipping_data
2392,B,Ship,3,1,200,2,low,F,44,2651,1,shipping_data
2406,F,Ship,4,2,149,3,medium,F,54,1506,1,shipping_data
2407,D,Ship,3,5,115,3,medium,M,60,1122,1,shipping_data
2408,F,Ship,3,2,243,2,medium,M,26,2719,1,shipping_data
2413,D,Ship,3,2,254,2,medium,F,2,3239,1,shipping_data
2426,F,Ship,3,1,150,2,medium,F,46,1431,1,shipping_data
2448,F,Road,6,5,286,4,low,F,31,3774,1,shipping_data
2456,F,Road,3,3,249,2,medium,M,53,2323,1,shipping_data
2458,B,Road,5,2,137,3,medium,M,47,1023,1,shipping_data
2459,C,Road,2,5,168,3,low,M,37,1717,1,shipping_data
2460,F,Road,5,5,165,3,medium,F,32,1798,1,shipping_data
2465,C,Flight,5,3,167,2,low,M,3,1140,1,shipping_data
2474,F,Flight,5,1,241,4,medium,F,19,2193,1,shipping_data
2479,D,Flight,4,5,229,3,medium,M,21,2688,1,shipping_data
2485,D,Ship,3,5,266,3,medium,M,16,2334,1,shipping_data
2488,B,Ship,5,2,132,2,medium,M,8,1665,1,shipping_data
2493,A,Ship,5,1,222,4,low,M,63,3506,1,shipping_data
2496,F,Ship,3,5,229,3,medium,F,12,3049,1,shipping_data
2515,D,Ship,4,4,141,2,low,M,7,1479,1,shipping_data
2517,A,Ship,5,5,264,3,medium,F,56,3482,1,shipping_data
2520,F,Ship,2,4,223,3,medium,F,19,3356,1,shipping_data
2532,F,Ship,4,1,151,3,high,F,39,1458,1,shipping_data
2565,A,Ship,4,2,252,3,medium,F,43,3273,1,shipping_data
2583,A,Road,5,4,230,2,medium,F,48,3743,1,shipping_data
2587,D,Road,4,4,196,2,low,F,6,2718,1,shipping_data
2589,A,Road,3,1,197,2,low,M,4,3621,1,shipping_data
2590,B,Road,5,3,203,2,low,F,37,3531,1,shipping_data
2593,D,Road,4,1,190,3,low,F,32,2774,1,shipping_data
2603,C,Flight,4,4,220,2,medium,F,33,2897,1,shipping_data
2610,F,Flight,4,1,157,3,medium,M,31,1712,1,shipping_data
2612,F,Flight,4,4,221,4,medium,M,14,2932,1,shipping_data
2615,C,Flight,5,1,253,5,low,M,31,3836,1,shipping_data
2616,F,Flight,3,5,102,6,medium,M,3,1341,1,shipping_data
2621,C,Ship,2,4,120,2,medium,M,13,1240,1,shipping_data
2626,B,Ship,4,4,170,2,low,M,34,1512,1,shipping_data
2627,C,Ship,3,3,156,3,high,F,20,1305,1,shipping_data
2628,F,Ship,4,5,228,2,low,M,63,3401,1,shipping_data
2629,D,Ship,3,1,272,2,low,M,51,2719,1,shipping_data
2630,F,Ship,3,1,140,2,low,F,6,1435,1,shipping_data
2632,B,Ship,5,3,167,3,low,F,5,1772,1,shipping_data
2639,C,Ship,3,2,151,3,low,M,40,1173,1,shipping_data
2665,D,Ship,4,4,199,2,medium,M,25,3705,1,shipping_data
2681,C,Ship,5,2,243,2,medium,M,58,2758,1,shipping_data
2685,A,Ship,3,1,185,4,low,F,35,3648,1,shipping_data
2686,B,Ship,4,3,271,4,low,F,24,3499,1,shipping_data
2692,B,Ship,5,5,133,2,low,F,18,1134,1,shipping_data
2693,C,Ship,4,2,191,3,medium,F,12,3676,1,shipping_data
2710,B,Ship,3,2,137,3,medium,F,9,1347,1,shipping_data
2715,A,Road,4,4,225,3,low,M,51,2892,1,shipping_data
2725,D,Road,4,1,227,3,low,M,5,3100,1,shipping_data
2733,A,Road,4,4,235,3,low,F,17,3715,1,shipping_data
2743,D,Flight,3,3,178,3,high,M,12,1900,1,shipping_data
2755,D,Flight,4,5,138,7,medium,M,60,1366,1,shipping_data
2763,A,Ship,5,1,263,2,medium,F,4,1092,1,shipping_data
2772,F,Ship,6,5,249,5,medium,M,26,3897,1,shipping_data
2792,F,Ship,5,4,193,3,low,M,55,2758,1,shipping_data
2808,F,Ship,4,2,216,2,low,F,26,2431,1,shipping_data
2817,A,Ship,4,2,262,2,low,F,37,3523,1,shipping_data
2819,C,Ship,3,1,164,3,medium,F,9,1803,1,shipping_data
2821,D,Ship,2,2,188,4,medium,M,39,2424,1,shipping_data
2827,D,Ship,2,3,172,3,medium,F,11,1522,1,shipping_data
2837,C,Ship,4,1,151,2,low,F,47,1682,1,shipping_data
2847,A,Ship,2,1,257,2,low,F,24,2130,1,shipping_data
2848,B,Ship,5,5,219,3,medium,M,27,3430,1,shipping_data
2849,C,Ship,4,2,274,2,medium,M,55,3416,1,shipping_data
2856,F,Road,4,1,182,6,low,M,41,2047,1,shipping_data
2863,D,Road,5,2,225,3,medium,F,29,2411,1,shipping_data
2866,B,Road,5,1,109,2,high,M,23,1479,1,shipping_data
2869,D,Road,3,2,125,3,medium,F,12,1212,1,shipping_data
2895,A,Ship,3,4,98,2,low,F,32,1539,1,shipping_data
2900,F,Ship,3,2,175,2,medium,F,12,1817,1,shipping_data
2904,F,Ship,6,4,192,3,high,F,19,2944,1,shipping_data
2907,A,Ship,2,3,204,4,low,F,20,3135,1,shipping_data
2908,B,Ship,3,2,138,2,medium,F,46,1436,1,shipping_data
2909,C,Ship,3,4,154,2,low,M,29,1016,1,shipping_data
2910,F,Ship,4,3,244,2,low,M,17,3125,1,shipping_data
2911,D,Ship,3,2,144,3,medium,F,48,1867,1,shipping_data
2923,D,Ship,4,3,172,3,medium,F,6,1261,1,shipping_data
2928,F,Ship,2,3,164,2,medium,M,64,1689,1,shipping_data
2930,F,Ship,6,5,213,6,low,M,7,2709,1,shipping_data
2931,A,Ship,4,4,255,3,medium,F,60,2777,1,shipping_data
2936,F,Ship,4,4,170,3,low,M,29,1188,1,shipping_data
2944,B,Ship,4,3,259,3,high,M,45,3761,1,shipping_data
2953,D,Ship,3,3,162,3,low,M,3,1693,1,shipping_data
2955,A,Ship,5,5,145,2,medium,M,48,1834,1,shipping_data
2956,B,Ship,3,3,228,2,medium,M,27,3473,1,shipping_data
2975,C,Ship,2,3,146,3,medium,M,18,1289,1,shipping_data
2981,C,Ship,3,3,200,3,low,M,4,3791,1,shipping_data
2983,D,Ship,3,5,126,2,low,F,63,1141,1,shipping_data
2985,A,Ship,3,3,273,6,low,M,6,1771,1,shipping_data
2987,C,Ship,5,1,236,3,medium,F,10,1347,1,shipping_data
2992,B,Road,5,3,239,5,medium,F,19,2988,1,shipping_data
2993,C,Road,3,5,129,3,medium,F,52,1513,1,shipping_data
2996,F,Road,6,5,130,6,low,F,60,1971,1,shipping_data
2997,A,Road,3,1,132,4,medium,M,58,1067,1,shipping_data
2999,C,Road,5,1,271,4,low,F,4,2718,1,shipping_data
3001,D,Road,5,5,154,3,medium,F,50,1389,1,shipping_data
3007,D,Road,5,4,269,3,medium,M,15,2522,1,shipping_data
3012,F,Flight,4,5,157,4,medium,F,12,1038,1,shipping_data
3013,D,Flight,5,5,147,2,medium,M,19,1936,1,shipping_data
3014,F,Flight,5,4,182,3,medium,F,11,3545,1,shipping_data
3017,C,Flight,5,5,195,3,low,M,55,2641,1,shipping_data
3023,C,Flight,4,2,211,2,low,F,39,2520,1,shipping_data
3025,D,Flight,6,1,231,4,medium,F,23,2455,1,shipping_data
3026,F,Flight,5,4,182,4,low,M,61,3063,1,shipping_data
3028,B,Flight,3,1,107,3,high,F,13,1861,1,shipping_data
3032,F,Ship,4,5,268,2,medium,M,46,3076,1,shipping_data
3035,C,Ship,5,4,151,4,medium,M,10,1441,1,shipping_data
3038,F,Ship,5,4,135,2,medium,F,20,1908,1,shipping_data
3039,A,Ship,4,3,276,4,low,F,3,3889,1,shipping_data
3044,F,Ship,3,2,274,3,medium,F,50,3958,1,shipping_data
3048,F,Ship,3,3,138,2,medium,F,40,1117,1,shipping_data
3049,D,Ship,4,3,141,4,medium,F,38,1599,1,shipping_data
3051,A,Ship,6,5,243,3,medium,F,35,2374,1,shipping_data
3054,F,Ship,5,3,264,2,low,F,61,2025,1,shipping_data
3059,C,Ship,3,1,147,4,low,M,18,1613,1,shipping_data
3062,F,Ship,3,5,237,4,low,M,28,3903,1,shipping_data
3064,B,Ship,5,1,140,4,medium,M,48,1322,1,shipping_data
3066,F,Ship,3,3,243,3,medium,F,27,2052,1,shipping_data
3069,A,Ship,4,3,139,3,low,M,64,1814,1,shipping_data
3072,F,Ship,3,2,238,2,low,M,19,2196,1,shipping_data
3078,F,Ship,4,1,221,5,medium,M,22,3075,1,shipping_data
3083,C,Ship,3,4,210,2,medium,M,29,3142,1,shipping_data
3089,C,Ship,4,2,218,2,high,M,1,2990,1,shipping_data
3091,D,Ship,3,2,145,2,low,F,44,1212,1,shipping_data
3095,C,Ship,4,4,243,3,low,F,36,2111,1,shipping_data
3101,C,Ship,5,1,195,3,low,M,37,3690,1,shipping_data
3106,B,Ship,5,2,214,6,low,F,3,3234,1,shipping_data
3112,B,Ship,5,4,229,2,medium,F,44,2419,1,shipping_data
3119,C,Ship,2,4,182,4,medium,M,1,3624,1,shipping_data
3126,F,Road,4,4,197,3,medium,F,41,3280,1,shipping_data
3127,D,Road,3,1,224,3,low,F,48,3672,1,shipping_data
3133,D,Road,3,5,251,3,low,F,21,2476,1,shipping_data
3134,F,Road,3,4,163,3,medium,M,58,1443,1,shipping_data
3140,F,Road,5,3,277,3,medium,M,1,4186,1,shipping_data
3144,F,Road,3,3,253,3,medium,M,7,5085,0,shipping_data
3147,A,Flight,4,1,172,3,medium,M,7,4883,0,shipping_data
3155,C,Flight,4,1,223,3,low,F,8,4974,1,shipping_data
3161,C,Flight,3,3,123,5,medium,F,5,4292,0,shipping_data
3170,F,Ship,6,3,161,4,medium,M,8,1247,0,shipping_data
3182,F,Ship,3,5,149,3,low,F,9,5412,0,shipping_data
3188,F,Ship,5,5,231,7,high,M,6,5755,0,shipping_data
3205,D,Ship,3,1,190,3,medium,F,2,4312,0,shipping_data
3208,B,Ship,6,4,227,5,medium,F,8,4388,0,shipping_data
3216,F,Ship,3,1,196,3,low,M,10,4546,0,shipping_data
3220,B,Ship,5,3,212,2,low,F,7,5219,0,shipping_data
3232,B,Ship,2,3,140,3,low,F,2,4691,0,shipping_data
3239,C,Ship,4,3,250,3,medium,F,3,5055,1,shipping_data
3245,C,Ship,3,2,231,4,medium,M,4,5510,0,shipping_data
3248,F,Ship,5,4,222,3,low,M,7,5340,0,shipping_data
3252,F,Ship,6,5,189,2,high,M,4,5898,1,shipping_data
3255,A,Ship,3,4,100,3,medium,M,4,4191,0,shipping_data
3264,F,Road,4,3,209,3,medium,M,7,4104,1,shipping_data
3273,A,Road,5,4,171,4,low,M,7,5359,1,shipping_data
3275,C,Road,3,5,237,3,low,M,4,5561,1,shipping_data
3280,B,Road,3,2,243,2,low,F,5,4769,0,shipping_data
3282,F,Road,3,3,242,2,medium,F,7,4960,0,shipping_data
3285,A,Flight,4,1,200,2,low,F,9,4808,1,shipping_data
3287,C,Flight,4,5,221,3,low,F,6,5895,0,shipping_data
3288,F,Flight,3,1,135,3,low,M,9,4511,0,shipping_data
3289,D,Flight,3,2,152,4,medium,F,7,5943,1,shipping_data
3291,A,Flight,5,2,253,2,high,F,2,5643,1,shipping_data
3296,F,Flight,3,5,125,2,low,M,5,4933,1,shipping_data
3300,F,Flight,4,4,208,3,low,F,10,4919,0,shipping_data
3306,F,Ship,5,1,208,2,low,F,8,5218,0,shipping_data
3308,F,Ship,5,3,154,2,medium,M,8,4006,0,shipping_data
3313,D,Ship,3,1,153,3,low,M,10,5121,1,shipping_data
3315,A,Ship,6,4,168,2,high,M,6,5686,0,shipping_data
3317,C,Ship,3,5,132,2,low,M,10,4462,1,shipping_data
3326,F,Ship,3,1,241,3,medium,M,9,5184,0,shipping_data
3330,F,Ship,4,5,168,2,high,M,2,5776,0,shipping_data
3335,C,Ship,6,5,266,5,low,M,10,4140,0,shipping_data
3345,A,Ship,3,4,133,2,low,F,7,4663,0,shipping_data
3350,F,Ship,3,5,186,2,medium,M,4,4352,0,shipping_data
3353,C,Ship,4,3,244,2,low,M,10,4486,1,shipping_data
3354,F,Ship,4,5,190,3,low,M,2,4554,0,shipping_data
3356,F,Ship,2,4,162,3,high,F,2,5893,1,shipping_data
3370,B,Ship,3,3,249,5,medium,F,9,1752,0,shipping_data
3376,B,Ship,4,2,268,3,low,F,3,5488,1,shipping_data
3379,D,Ship,4,2,161,4,low,F,10,5322,0,shipping_data
3394,B,Ship,4,2,275,6,medium,M,2,1712,1,shipping_data
3397,D,Ship,2,4,172,5,low,M,4,4668,0,shipping_data
3401,C,Road,4,2,197,3,low,F,2,5707,0,shipping_data
3404,F,Road,3,1,119,2,low,F,10,4146,1,shipping_data
3405,A,Road,5,5,232,4,low,M,3,5447,0,shipping_data
3406,B,Road,3,5,139,2,medium,M,7,5536,0,shipping_data
3412,B,Road,3,5,110,3,medium,M,3,4252,1,shipping_data
3413,C,Road,3,2,172,2,low,F,9,4532,1,shipping_data
3419,C,Road,4,4,266,3,medium,F,2,5413,1,shipping_data
3422,F,Flight,4,5,159,2,low,M,1,5671,0,shipping_data
3423,A,Flight,3,4,255,4,low,M,10,4107,0,shipping_data
3434,F,Flight,3,3,201,3,low,M,9,5895,1,shipping_data
3435,A,Flight,4,3,267,4,low,M,7,5140,0,shipping_data
3446,F,Ship,3,1,252,2,low,M,4,5559,0,shipping_data
3456,F,Ship,5,3,206,4,high,F,1,4583,0,shipping_data
3458,F,Ship,4,5,136,3,low,F,1,4585,1,shipping_data
3465,A,Ship,2,5,247,4,medium,M,4,5255,1,shipping_data
3466,B,Ship,4,4,202,3,medium,M,2,4299,1,shipping_data
3468,F,Ship,3,1,180,3,low,F,10,5633,0,shipping_data
3469,D,Ship,4,5,221,3,medium,F,3,4430,1,shipping_data
3470,F,Ship,4,3,173,3,low,F,7,4810,1,shipping_data
3486,F,Ship,4,1,182,2,medium,F,10,5638,0,shipping_data
3496,B,Ship,4,1,134,2,medium,F,7,5967,0,shipping_data
3502,B,Ship,4,2,247,3,medium,M,8,4977,0,shipping_data
3509,C,Ship,3,3,275,4,medium,M,6,4687,1,shipping_data
3510,F,Ship,2,3,192,3,medium,F,8,5787,1,shipping_data
3523,D,Ship,5,3,181,4,low,F,2,5332,0,shipping_data
3527,C,Ship,3,1,223,4,low,M,1,4195,0,shipping_data
3529,D,Ship,4,4,218,2,low,M,9,5637,0,shipping_data
3530,F,Ship,3,5,197,3,low,M,3,5658,0,shipping_data
3533,C,Ship,4,4,218,4,low,M,6,4377,1,shipping_data
3534,F,Ship,5,1,245,3,low,M,6,4343,1,shipping_data
3539,C,Road,4,3,137,3,medium,F,10,4820,1,shipping_data
3543,A,Road,5,3,174,3,medium,F,7,5510,1,shipping_data
3544,B,Road,5,5,265,3,high,F,3,5837,1,shipping_data
3545,C,Road,3,4,248,4,medium,M,8,4540,0,shipping_data
3563,C,Flight,3,1,203,3,medium,F,3,4137,0,shipping_data
3571,D,Flight,3,4,183,2,low,M,5,4261,1,shipping_data
3574,B,Flight,3,4,143,4,medium,M,5,5545,1,shipping_data
3593,C,Ship,3,2,263,3,medium,M,8,5447,1,shipping_data
3594,F,Ship,5,2,279,8,low,M,5,4785,0,shipping_data
3596,F,Ship,4,2,233,2,low,F,5,4668,0,shipping_data
3602,F,Ship,3,2,143,4,medium,F,7,4486,0,shipping_data
3615,A,Ship,3,3,203,2,low,M,1,5244,0,shipping_data
3616,B,Ship,6,5,194,5,low,F,8,4777,0,shipping_data
3617,C,Ship,3,3,142,3,low,F,7,4439,0,shipping_data
3621,A,Ship,3,3,158,2,low,M,10,4061,1,shipping_data
3622,B,Ship,3,3,148,3,low,M,1,5700,0,shipping_data
3636,F,Ship,5,5,152,6,medium,M,2,4915,1,shipping_data
3647,C,Ship,5,5,135,3,medium,M,2,5849,1,shipping_data
3648,F,Ship,4,2,147,3,low,F,5,5174,0,shipping_data
3651,A,Ship,3,5,165,3,low,M,3,5409,0,shipping_data
3652,B,Ship,4,3,226,3,medium,M,1,5433,1,shipping_data
3657,A,Ship,3,1,187,3,medium,M,2,5154,1,shipping_data
3659,C,Ship,3,2,243,3,medium,F,8,4093,0,shipping_data
3669,A,Ship,2,1,139,2,medium,F,2,4520,1,shipping_data
3674,F,Road,4,1,153,2,medium,M,9,4359,0,shipping_data
3679,D,Road,3,3,158,3,low,F,2,5205,1,shipping_data
3680,F,Road,4,3,240,2,medium,F,2,5588,0,shipping_data
3681,A,Road,4,1,174,3,low,M,7,4813,1,shipping_data
3685,D,Road,4,3,258,2,low,F,2,4308,0,shipping_data
3686,F,Road,4,2,262,2,medium,M,3,4090,1,shipping_data
3689,C,Road,3,3,168,2,low,F,9,4608,0,shipping_data
3694,B,Road,5,5,168,3,low,M,6,4096,0,shipping_data
3699,A,Flight,3,5,169,3,high,F,5,5750,0,shipping_data
3704,F,Flight,6,3,225,4,low,M,5,4184,1,shipping_data
3705,A,Flight,5,2,184,4,low,M,6,4155,1,shipping_data
3706,B,Flight,3,2,269,2,medium,F,1,4978,0,shipping_data
3707,C,Flight,3,2,274,2,medium,M,5,5161,0,shipping_data
3708,F,Flight,5,4,142,2,high,M,7,5341,0,shipping_data
3740,F,Ship,3,5,159,3,medium,F,1,4314,1,shipping_data
3756,F,Ship,3,2,181,3,medium,F,9,4163,0,shipping_data
3762,F,Ship,3,1,252,3,high,F,6,5101,0,shipping_data
3773,C,Ship,3,5,156,8,medium,F,9,4733,1,shipping_data
3774,F,Ship,3,3,172,6,medium,F,5,5366,1,shipping_data
3778,B,Ship,2,4,147,2,medium,M,3,5136,1,shipping_data
3785,C,Ship,4,3,247,10,high,M,10,5644,0,shipping_data
3788,F,Ship,3,4,245,4,low,M,9,4139,0,shipping_data
3791,C,Ship,4,2,245,2,low,M,8,5871,1,shipping_data
3799,D,Ship,5,1,241,3,high,M,8,5306,1,shipping_data
3814,B,Road,2,5,111,2,low,M,4,4473,1,shipping_data
3818,F,Road,3,4,201,10,high,F,7,4699,0,shipping_data
3820,B,Road,5,5,184,3,low,F,2,5800,0,shipping_data
3827,C,Road,4,3,180,3,low,M,7,5718,0,shipping_data
3828,F,Road,3,3,182,4,low,M,10,1690,1,shipping_data
3834,F,Flight,4,4,213,4,low,M,2,5857,1,shipping_data
3835,D,Flight,5,2,132,3,medium,F,4,4475,1,shipping_data
3838,B,Flight,6,5,212,2,low,F,5,4804,1,shipping_data
3839,C,Flight,4,1,190,4,medium,F,5,5570,1,shipping_data
3843,A,Flight,5,4,172,2,low,M,5,4554,1,shipping_data
3853,D,Flight,6,4,148,4,low,F,10,5088,0,shipping_data
3856,B,Ship,3,3,185,4,low,F,6,4015,0,shipping_data
3861,A,Ship,4,5,233,2,medium,M,10,5865,1,shipping_data
3873,A,Ship,4,2,201,3,medium,M,7,5967,1,shipping_data
3881,C,Ship,3,2,260,4,high,F,3,4423,0,shipping_data
3884,F,Ship,3,4,238,3,medium,F,8,5337,1,shipping_data
3886,B,Ship,3,3,104,5,low,F,5,4643,0,shipping_data
3887,C,Ship,5,4,230,3,low,M,1,4727,0,shipping_data
3890,F,Ship,3,1,202,2,medium,F,7,4506,1,shipping_data
3892,B,Ship,3,4,243,2,high,M,7,4024,0,shipping_data
3899,C,Ship,4,4,155,2,medium,F,9,4932,1,shipping_data
3906,F,Ship,5,4,141,4,high,F,5,5444,1,shipping_data
3922,B,Ship,4,2,261,2,medium,M,7,5764,0,shipping_data
3932,F,Ship,2,4,187,6,medium,F,9,4388,0,shipping_data
3934,B,Ship,6,3,280,3,low,M,7,4620,1,shipping_data
3938,F,Ship,5,3,248,2,low,F,6,5863,1,shipping_data
3943,D,Ship,5,1,181,4,medium,F,4,5505,0,shipping_data
3946,B,Ship,3,4,238,2,medium,M,3,4930,0,shipping_data
3949,D,Road,4,1,258,3,medium,M,2,4188,0,shipping_data
3950,F,Road,4,5,174,3,medium,F,8,5576,0,shipping_data
3956,F,Road,4,1,224,5,low,F,7,5738,0,shipping_data
3959,C,Road,6,1,132,4,medium,M,5,5235,1,shipping_data
3964,B,Road,4,5,213,3,medium,F,7,4114,0,shipping_data
3972,F,Flight,5,5,262,2,medium,M,8,4283,0,shipping_data
3980,F,Flight,4,4,261,3,medium,M,2,4140,0,shipping_data
3985,D,Flight,5,1,160,5,low,F,1,4672,0,shipping_data
3990,F,Flight,3,4,212,3,low,F,8,5214,0,shipping_data
3995,C,Ship,3,3,253,4,low,F,9,4682,1,shipping_data
3998,F,Ship,3,4,173,2,low,M,5,4402,0,shipping_data
4000,B,Ship,3,4,134,3,high,F,6,5680,0,shipping_data
4024,B,Ship,3,4,175,3,low,M,6,5503,0,shipping_data
4029,A,Ship,4,1,261,3,medium,M,7,4314,1,shipping_data
4030,B,Ship,4,1,209,2,low,F,10,5066,0,shipping_data
4031,C,Ship,3,2,154,2,medium,M,4,5864,0,shipping_data
4036,B,Ship,3,3,150,2,medium,M,6,4170,1,shipping_data
4041,A,Ship,3,2,228,3,medium,F,4,4208,0,shipping_data
4044,F,Ship,3,3,185,3,medium,F,10,4387,0,shipping_data
4047,A,Ship,4,5,233,4,low,F,6,4652,0,shipping_data
4048,B,Ship,4,3,151,3,medium,F,8,4025,1,shipping_data
4053,A,Ship,3,5,172,10,high,F,1,4929,1,shipping_data
4059,A,Ship,4,2,249,2,medium,F,7,5876,1,shipping_data
4061,C,Ship,4,5,209,2,low,F,8,4047,0,shipping_data
4065,A,Ship,3,1,169,3,low,F,6,4081,1,shipping_data
4066,B,Ship,5,4,227,2,medium,M,10,4734,0,shipping_data
4072,B,Ship,3,3,228,3,medium,F,8,4927,0,shipping_data
4075,D,Ship,3,3,185,3,medium,M,4,4111,1,shipping_data
4076,F,Ship,2,3,228,3,high,M,5,4663,0,shipping_data
4093,D,Road,6,1,127,3,low,F,8,5976,1,shipping_data
4094,F,Road,5,1,143,3,low,M,5,5146,1,shipping_data
4095,A,Road,6,1,192,6,medium,M,7,4014,1,shipping_data
4096,B,Road,4,2,239,2,medium,F,9,4360,0,shipping_data
4103,C,Road,4,4,170,5,low,M,5,4823,1,shipping_data
4105,D,Road,4,4,186,2,low,F,1,4519,0,shipping_data
4120,B,Flight,5,2,227,3,medium,M,2,4058,1,shipping_data
4124,F,Flight,3,5,184,3,medium,M,1,4161,0,shipping_data
4129,D,Ship,4,2,272,4,low,M,3,5566,0,shipping_data
4145,C,Ship,3,3,253,4,low,M,2,5040,1,shipping_data
4148,F,Ship,5,1,235,3,low,F,7,5061,0,shipping_data
4150,B,Ship,3,1,241,2,low,M,8,5602,1,shipping_data
4157,C,Ship,5,2,270,3,medium,F,5,5950,1,shipping_data
4163,C,Ship,5,5,265,3,low,M,6,4423,1,shipping_data
4166,F,Ship,4,3,222,3,low,F,8,4861,0,shipping_data
4170,F,Ship,2,5,264,2,low,M,9,5898,1,shipping_data
4185,A,Ship,4,3,153,2,medium,M,1,4366,1,shipping_data
4193,C,Ship,4,1,111,4,medium,M,10,4711,0,shipping_data
4195,D,Ship,5,5,235,3,low,F,4,5325,0,shipping_data
4210,B,Ship,5,4,252,3,medium,M,6,5221,0,shipping_data
4211,C,Ship,4,3,266,3,medium,M,8,4493,0,shipping_data
4216,B,Ship,3,1,258,3,medium,F,2,5828,1,shipping_data
4218,F,Ship,5,2,201,3,low,M,2,5132,1,shipping_data
4220,F,Ship,5,4,264,3,medium,M,2,5716,0,shipping_data
4221,A,Road,4,5,204,3,medium,F,4,5476,0,shipping_data
4223,C,Road,5,4,168,4,medium,M,5,5580,0,shipping_data
4227,A,Road,4,1,166,2,low,F,6,5737,0,shipping_data
4229,C,Road,6,5,220,3,medium,M,1,5508,0,shipping_data
4239,A,Road,2,5,273,2,high,M,5,4236,0,shipping_data
4246,B,Flight,3,1,191,3,low,M,1,4705,0,shipping_data
4263,A,Flight,3,4,120,4,high,M,10,5537,0,shipping_data
4266,F,Ship,3,4,237,3,high,F,9,5514,1,shipping_data
4270,B,Ship,4,2,249,4,medium,M,4,5418,1,shipping_data
4272,F,Ship,3,1,140,3,low,M,6,4488,1,shipping_data
4274,F,Ship,5,2,196,3,medium,F,6,4257,0,shipping_data
4278,F,Ship,4,1,163,2,low,F,3,4099,1,shipping_data
4293,A,Ship,3,2,133,3,medium,M,1,5026,1,shipping_data
4296,F,Ship,6,5,185,3,high,F,1,5399,1,shipping_data
4300,B,Ship,3,3,214,3,medium,F,9,5856,0,shipping_data
4304,F,Ship,4,3,175,4,medium,F,5,5177,1,shipping_data
4316,F,Ship,4,3,151,3,medium,F,6,5379,1,shipping_data
4318,B,Ship,4,5,211,4,medium,F,10,4004,0,shipping_data
4327,D,Ship,5,4,132,6,low,F,8,1327,1,shipping_data
4330,B,Ship,5,2,172,2,high,F,1,5112,0,shipping_data
4334,F,Ship,5,4,255,6,low,M,3,4638,0,shipping_data
4338,F,Ship,3,2,160,3,low,F,4,4683,0,shipping_data
4339,D,Ship,4,4,233,4,low,M,3,5849,1,shipping_data
4344,F,Ship,4,4,204,2,medium,F,9,4462,0,shipping_data
4355,C,Ship,5,3,198,4,medium,M,2,5316,0,shipping_data
4375,D,Road,6,1,246,3,medium,M,7,4733,1,shipping_data
4376,F,Road,3,5,195,3,medium,F,10,5585,0,shipping_data
4383,A,Flight,2,2,204,4,high,M,5,5382,0,shipping_data
4386,F,Flight,3,3,157,4,low,M,7,5974,1,shipping_data
4388,F,Flight,5,2,165,3,medium,F,10,5598,0,shipping_data
4393,D,Flight,4,3,202,3,low,M,7,5678,1,shipping_data
4399,D,Flight,3,3,203,3,medium,M,7,4977,1,shipping_data
4402,B,Ship,4,3,218,2,low,F,7,4423,0,shipping_data
4404,F,Ship,5,3,187,3,low,F,3,4343,0,shipping_data
4405,D,Ship,3,4,246,3,low,M,1,4020,1,shipping_data
4408,B,Ship,3,5,107,5,low,F,4,5624,0,shipping_data
4412,F,Ship,3,4,257,4,low,M,9,4537,0,shipping_data
4415,C,Ship,3,3,262,2,medium,F,10,5032,0,shipping_data
4416,F,Ship,5,3,181,3,high,M,7,5675,1,shipping_data
