product_id,name,category,unit_price,avg_discount_rate,transaction_count,total_units_sold,regions,source
Product_328,Books Product 328,Books,7.43,0.1459,93,10728,Asia|Europe|North America,synthetic_ecommerce
Product_329,Toys Product 329,Toys,9.34,0.1453,106,14532,Asia|Europe|North America,synthetic_ecommerce
Product_33,Electronics Product 33,Electronics,3.23,0.1402,104,13354,Asia|Europe|North America,synthetic_ecommerce
Product_330,Home Appliances Product 330,Home Appliances,6.47,0.1501,99,13064,Asia|Europe|North America,synthetic_ecommerce
Product_331,Clothing Product 331,Clothing,2.13,0.143,109,14795,Asia|Europe|North America,synthetic_ecommerce
Product_332,Toys Product 332,Toys,2.77,0.1459,105,14111,Asia|Europe|North America,synthetic_ecommerce
Product_333,Books Product 333,Books,9.37,0.1499,110,12753,Asia|Europe|North America,synthetic_ecommerce
Product_334,Toys Product 334,Toys,4.86,0.159,93,11824,Asia|Europe|North America,synthetic_ecommerce
Product_335,Books Product 335,Books,7.87,0.147,101,12282,Asia|Europe|North America,synthetic_ecommerce
Product_336,Books Product 336,Books,4.96,0.1544,89,10820,Asia|Europe|North America,synthetic_ecommerce
Product_337,Electronics Product 337,Electronics,3.84,0.1441,114,14873,Asia|Europe|North America,synthetic_ecommerce
Product_338,Toys Product 338,Toys,0.61,0.1452,95,12692,Asia|Europe|North America,synthetic_ecommerce
Product_339,Electronics Product 339,Electronics,5.77,0.1337,79,10922,Asia|Europe|North America,synthetic_ecommerce
Product_34,Clothing Product 34,Clothing,8.26,0.1502,109,14657,Asia|Europe|North America,synthetic_ecommerce
Product_340,Books Product 340,Books,9.53,0.1689,94,10739,Asia|Europe|North America,synthetic_ecommerce
Product_341,Clothing Product 341,Clothing,2.58,0.1406,103,12540,Asia|Europe|North America,synthetic_ecommerce
Product_342,Electronics Product 342,Electronics,3.56,0.1514,97,13153,Asia|Europe|North America,synthetic_ecommerce
Product_343,Electronics Product 343,Electronics,3.58,0.147,98,14525,Asia|Europe|North America,synthetic_ecommerce
Product_344,Books Product 344,Books,6.49,0.158,106,11570,Asia|Europe|North America,synthetic_ecommerce
Product_345,Toys Product 345,Toys,0.84,0.1438,104,13780,Asia|Europe|North America,synthetic_ecommerce
Product_346,Books Product 346,Books,4.08,0.179,71,8268,Asia|Europe|North America,synthetic_ecommerce
Product_347,Books Product 347,Books,4.99,0.1587,127,14651,Asia|Europe|North America,synthetic_ecommerce
Product_348,Toys Product 348,Toys,3.42,0.1563,90,12060,Asia|Europe|North America,synthetic_ecommerce
Product_349,Books Product 349,Books,8.7,0.1331,100,12103,Asia|Europe|North America,synthetic_ecommerce
Product_35,Clothing Product 35,Clothing,0.56,0.1533,92,11424,Asia|Europe|North America,synthetic_ecommerce
Product_350,Home Appliances Product 350,Home Appliances,3.71,0.1429,114,13175,Asia|Europe|North America,synthetic_ecommerce
Product_351,Toys Product 351,Toys,7.4,0.1521,92,11794,Asia|Europe|North America,synthetic_ecommerce
Product_352,Clothing Product 352,Clothing,9.13,0.1649,95,11631,Asia|Europe|North America,synthetic_ecommerce
Product_353,Toys Product 353,Toys,0.72,0.1465,104,13766,Asia|Europe|North America,synthetic_ecommerce
Product_354,Toys Product 354,Toys,4.65,0.1561,90,12118,Asia|Europe|North America,synthetic_ecommerce
Product_355,Electronics Product 355,Electronics,2.61,0.1266,106,14953,Asia|Europe|North America,synthetic_ecommerce
Product_356,Electronics Product 356,Electronics,8.27,0.1704,104,14832,Asia|Europe|North America,synthetic_ecommerce
Product_357,Electronics Product 357,Electronics,0.85,0.1374,94,13360,Asia|Europe|North America,synthetic_ecommerce
Product_358,Books Product 358,Books,9.75,0.1439,109,12254,Asia|Europe|North America,synthetic_ecommerce
Product_359,Toys Product 359,Toys,3.98,0.1514,81,10537,Asia|Europe|North America,synthetic_ecommerce
Product_36,Clothing Product 36,Clothing,10.41,0.161,98,12090,Asia|Europe|North America,synthetic_ecommerce
Product_360,Toys Product 360,Toys,1.28,0.1599,89,12052,Asia|Europe|North America,synthetic_ecommerce
Product_361,Clothing Product 361,Clothing,8.65,0.1537,115,14562,Asia|Europe|North America,synthetic_ecommerce
Product_362,Home Appliances Product 362,Home Appliances,5.07,0.1373,103,12646,Asia|Europe|North America,synthetic_ecommerce
Product_363,Electronics Product 363,Electronics,7.88,0.1506,79,10066,Asia|Europe|North America,synthetic_ecommerce
Product_364,Toys Product 364,Toys,6.06,0.1653,89,12079,Asia|Europe|North America,synthetic_ecommerce
Product_365,Books Product 365,Books,7.21,0.1591,95,11895,Asia|Europe|North America,synthetic_ecommerce
Product_366,Electronics Product 366,Electronics,0.73,0.1642,120,18102,Asia|Europe|North America,synthetic_ecommerce
Product_367,Toys Product 367,Toys,8.89,0.146,100,12645,Asia|Europe|North America,synthetic_ecommerce
Product_368,Home Appliances Product 368,Home Appliances,0.29,0.1339,101,12427,Asia|Europe|North America,synthetic_ecommerce
Product_369,Home Appliances Product 369,Home Appliances,9.19,0.1453,79,9528,Asia|Europe|North America,synthetic_ecommerce
Product_37,Books Product 37,Books,0.57,0.1621,92,10666,Asia|Europe|North America,synthetic_ecommerce
Product_370,Toys Product 370,Toys,8.81,0.1305,117,15338,Asia|Europe|North America,synthetic_ecommerce
Product_371,Toys Product 371,Toys,7.95,0.1529,104,13567,Asia|Europe|North America,synthetic_ecommerce
Product_372,Electronics Product 372,Electronics,5.38,0.1525,106,14772,Asia|Europe|North America,synthetic_ecommerce
Product_373,Books Product 373,Books,10.19,0.1434,110,12685,Asia|Europe|North America,synthetic_ecommerce
Product_374,Toys Product 374,Toys,8.71,0.1607,94,12486,Asia|Europe|North America,synthetic_ecommerce
Product_375,Clothing Product 375,Clothing,4.34,0.1423,104,13293,Asia|Europe|North America,synthetic_ecommerce
Product_376,Electronics Product 376,Electronics,8.35,0.1487,97,14075,Asia|Europe|North America,synthetic_ecommerce
Product_377,Electronics Product 377,Electronics,4.55,0.1506,108,15975,Asia|Europe|North America,synthetic_ecommerce
Product_378,Toys Product 378,Toys,9.36,0.1545,93,11922,Asia|Europe|North America,synthetic_ecommerce
Product_379,Books Product 379,Books,2.58,0.1458,113,13815,Asia|Europe|North America,synthetic_ecommerce
Product_38,Electronics Product 38,Electronics,2.47,0.1297,92,12692,Asia|Europe|North America,synthetic_ecommerce
Product_380,Electronics Product 380,Electronics,2.47,0.1707,95,13828,Asia|Europe|North America,synthetic_ecommerce
Product_381,Books Product 381,Books,5.92,0.1441,105,12175,Asia|Europe|North America,synthetic_ecommerce
Product_382,Toys Product 382,Toys,1.25,0.1561,110,13311,Asia|Europe|North America,synthetic_ecommerce
Product_383,Toys Product 383,Toys,5.25,0.1556,90,12529,Asia|Europe|North America,synthetic_ecommerce
Product_384,Home Appliances Product 384,Home Appliances,5.63,0.1417,83,9850,Asia|Europe|North America,synthetic_ecommerce
Product_385,Clothing Product 385,Clothing,8.09,0.1636,112,15308,Asia|Europe|North America,synthetic_ecommerce
Product_386,Books Product 386,Books,0.25,0.1523,111,12490,Asia|Europe|North America,synthetic_ecommerce
Product_387,Clothing Product 387,Clothing,6.56,0.1274,108,12757,Asia|Europe|North America,synthetic_ecommerce
Product_388,Clothing Product 388,Clothing,8.7,0.1407,103,13271,Asia|Europe|North America,synthetic_ecommerce
Product_389,Toys Product 389,Toys,9.68,0.1412,97,12889,Asia|Europe|North America,synthetic_ecommerce
Product_39,Electronics Product 39,Electronics,3.48,0.1371,98,13906,Asia|Europe|North America,synthetic_ecommerce
Product_390,Home Appliances Product 390,Home Appliances,6.42,0.1513,97,12076,Asia|Europe|North America,synthetic_ecommerce
Product_391,Home Appliances Product 391,Home Appliances,5.08,0.1448,93,10900,Asia|Europe|North America,synthetic_ecommerce
Product_392,Electronics Product 392,Electronics,9.48,0.1533,105,14543,Asia|Europe|North America,synthetic_ecommerce
Product_393,Electronics Product 393,Electronics,2.48,0.1633,114,16395,Asia|Europe|North America,synthetic_ecommerce
Product_394,Electronics Product 394,Electronics,2.89,0.1561,115,15419,Asia|Europe|North America,synthetic_ecommerce
Product_395,Electronics Product 395,Electronics,6.37,0.1536,112,15527,Asia|Europe|North America,synthetic_ecommerce
Product_396,Toys Product 396,Toys,4.84,0.1637,84,11558,Asia|Europe|North America,synthetic_ecommerce
Product_397,Electronics Product 397,Electronics,5.91,0.1498,92,12563,Asia|Europe|North America,synthetic_ecommerce
Product_398,Electronics Product 398,Electronics,7.09,0.1444,103,14024,Asia|Europe|North America,synthetic_ecommerce
Product_399,Home Appliances Product 399,Home Appliances,4.57,0.1535,93,10939,Asia|Europe|North America,synthetic_ecommerce
Product_4,Home Appliances Product 4,Home Appliances,1.89,0.1449,83,10042,Asia|Europe|North America,synthetic_ecommerce
Product_40,Toys Product 40,Toys,2.35,0.1506,106,13491,Asia|Europe|North America,synthetic_ecommerce
Product_400,Home Appliances Product 400,Home Appliances,0.58,0.1566,93,11326,Asia|Europe|North America,synthetic_ecommerce
Product_401,Electronics Product 401,Electronics,1.85,0.1515,99,13720,Asia|Europe|North America,synthetic_ecommerce
Product_402,Home Appliances Product 402,Home Appliances,9.97,0.156,89,10634,Asia|Europe|North America,synthetic_ecommerce
Product_403,Home Appliances Product 403,Home Appliances,7.3,0.138,89,10282,Asia|Europe|North America,synthetic_ecommerce
Product_404,Books Product 404,Books,10.31,0.1404,119,13930,Asia|Europe|North America,synthetic_ecommerce
Product_405,Electronics Product 405,Electronics,7.99,0.142,100,14148,Asia|Europe|North America,synthetic_ecommerce
Product_406,Books Product 406,Books,11.11,0.1499,95,11943,Asia|Europe|North America,synthetic_ecommerce
Product_407,Books Product 407,Books,3.93,0.1485,102,11108,Asia|Europe|North America,synthetic_ecommerce
Product_408,Books Product 408,Books,10.41,0.1452,102,12358,Asia|Europe|North America,synthetic_ecommerce
Product_409,Clothing Product 409,Clothing,6.28,0.1502,82,10839,Asia|Europe|North America,synthetic_ecommerce
Product_41,Books Product 41,Books,5.31,0.1343,114,13768,Asia|Europe|North America,synthetic_ecommerce
Product_410,Books Product 410,Books,6.39,0.147,107,12015,Asia|Europe|North America,synthetic_ecommerce
Product_411,Toys Product 411,Toys,8.84,0.1479,117,16323,Asia|Europe|North America,synthetic_ecommerce
Product_412,Books Product 412,Books,2.69,0.1454,104,12156,Asia|Europe|North America,synthetic_ecommerce
Product_413,Home Appliances Product 413,Home Appliances,5.49,0.1434,108,13598,Asia|Europe|North America,synthetic_ecommerce
Product_414,Home Appliances Product 414,Home Appliances,6.87,0.1626,116,13544,Asia|Europe|North America,synthetic_ecommerce
Product_415,Clothing Product 415,Clothing,6.59,0.1427,103,13325,Asia|Europe|North America,synthetic_ecommerce
Product_416,Home Appliances Product 416,Home Appliances,8.98,0.1413,107,13306,Asia|Europe|North America,synthetic_ecommerce
Product_417,Electronics Product 417,Electronics,2.16,0.1428,102,13141,Asia|Europe|North America,synthetic_ecommerce
Product_418,Toys Product 418,Toys,2.79,0.1561,90,12099,Asia|Europe|North America,synthetic_ecommerce
Product_419,Electronics Product 419,Electronics,5.74,0.1493,95,13892,Asia|Europe|North America,synthetic_ecommerce
Product_42,Toys Product 42,Toys,7.41,0.1549,109,14662,Asia|Europe|North America,synthetic_ecommerce
Product_420,Toys Product 420,Toys,2.27,0.1499,106,14175,Asia|Europe|North America,synthetic_ecommerce
Product_421,Toys Product 421,Toys,3.59,0.1481,90,11282,Asia|Europe|North America,synthetic_ecommerce
Product_422,Books Product 422,Books,4.53,0.1445,109,12218,Asia|Europe|North America,synthetic_ecommerce
Product_423,Home Appliances Product 423,Home Appliances,0.41,0.1513,100,12327,Asia|Europe|North America,synthetic_ecommerce
Product_424,Electronics Product 424,Electronics,3.76,0.1441,110,16280,Asia|Europe|North America,synthetic_ecommerce
Product_425,Toys Product 425,Toys,6.18,0.1269,105,13949,Asia|Europe|North America,synthetic_ecommerce
Product_426,Toys Product 426,Toys,6.81,0.1483,109,14829,Asia|Europe|North America,synthetic_ecommerce
Product_427,Toys Product 427,Toys,1.3,0.1553,92,12974,Asia|Europe|North America,synthetic_ecommerce
Product_428,Electronics Product 428,Electronics,1.01,0.1488,86,11396,Asia|Europe|North America,synthetic_ecommerce
Product_429,Books Product 429,Books,5.32,0.1418,88,9367,Asia|Europe|North America,synthetic_ecommerce
Product_43,Clothing Product 43,Clothing,6.5,0.1529,89,11069,Asia|Europe|North America,synthetic_ecommerce
Product_430,Electronics Product 430,Electronics,5.98,0.1643,115,15511,Asia|Europe|North America,synthetic_ecommerce
Product_431,Clothing Product 431,Clothing,8.55,0.1507,106,14475,Asia|Europe|North America,synthetic_ecommerce
Product_432,Toys Product 432,Toys,2.52,0.1512,108,15701,Asia|Europe|North America,synthetic_ecommerce
Product_433,Toys Product 433,Toys,5.18,0.1483,108,13996,Asia|Europe|North America,synthetic_ecommerce
Product_434,Books Product 434,Books,0.67,0.1544,109,12992,Asia|Europe|North America,synthetic_ecommerce
Product_435,Home Appliances Product 435,Home Appliances,2.82,0.1572,106,12967,Asia|Europe|North America,synthetic_ecommerce
Product_436,Home Appliances Product 436,Home Appliances,7.13,0.1438,95,11591,Asia|Europe|North America,synthetic_ecommerce
Product_437,Books Product 437,Books,9.72,0.1524,93,11204,Asia|Europe|North America,synthetic_ecommerce
Product_438,Toys Product 438,Toys,8.85,0.1499,102,12688,Asia|Europe|North America,synthetic_ecommerce
Product_439,Electronics Product 439,Electronics,0.98,0.152,104,14498,Asia|Europe|North America,synthetic_ecommerce
Product_44,Home Appliances Product 44,Home Appliances,8.73,0.1648,108,13569,Asia|Europe|North America,synthetic_ecommerce
Product_440,Electronics Product 440,Electronics,5.09,0.1508,98,13675,Asia|Europe|North America,synthetic_ecommerce
Product_441,Books Product 441,Books,5.61,0.1477,95,10887,Asia|Europe|North America,synthetic_ecommerce
Product_442,Clothing Product 442,Clothing,7.19,0.149,100,11755,Asia|Europe|North America,synthetic_ecommerce
Product_443,Electronics Product 443,Electronics,7.55,0.1652,114,16705,Asia|Europe|North America,synthetic_ecommerce
Product_444,Home Appliances Product 444,Home Appliances,1.44,0.1505,88,10988,Asia|Europe|North America,synthetic_ecommerce
Product_445,Clothing Product 445,Clothing,7.55,0.1364,97,11409,Asia|Europe|North America,synthetic_ecommerce
Product_446,Toys Product 446,Toys,5.66,0.1447,112,14674,Asia|Europe|North America,synthetic_ecommerce
Product_447,Clothing Product 447,Clothing,2.23,0.1546,95,12448,Asia|Europe|North America,synthetic_ecommerce
Product_448,Books Product 448,Books,8.24,0.1429,91,10581,Asia|Europe|North America,synthetic_ecommerce
Product_449,Toys Product 449,Toys,1.43,0.1485,117,15315,Asia|Europe|North America,synthetic_ecommerce
Product_45,Toys Product 45,Toys,4.87,0.1517,112,14426,Asia|Europe|North America,synthetic_ecommerce
Product_450,Electronics Product 450,Electronics,3.56,0.1535,92,12707,Asia|Europe|North America,synthetic_ecommerce
Product_451,Books Product 451,Books,8.04,0.1397,95,11111,Asia|Europe|North America,synthetic_ecommerce
Product_452,Books Product 452,Books,9.68,0.1505,112,12976,Asia|Europe|North America,synthetic_ecommerce
Product_453,Clothing Product 453,Clothing,9.27,0.1596,95,12926,Asia|Europe|North America,synthetic_ecommerce
Product_454,Toys Product 454,Toys,2.54,0.1414,101,13805,Asia|Europe|North America,synthetic_ecommerce
Product_455,Electronics Product 455,Electronics,6.95,0.1476,86,12634,Asia|Europe|North America,synthetic_ecommerce
Product_456,Toys Product 456,Toys,4.79,0.1422,87,11963,Asia|Europe|North America,synthetic_ecommerce
Product_457,Clothing Product 457,Clothing,8.54,0.1505,102,13625,Asia|Europe|North America,synthetic_ecommerce
Product_458,Home Appliances Product 458,Home Appliances,4.76,0.1646,91,11379,Asia|Europe|North America,synthetic_ecommerce
Product_459,Clothing Product 459,Clothing,0.97,0.1574,104,13101,Asia|Europe|North America,synthetic_ecommerce
Product_46,Clothing Product 46,Clothing,6.82,0.1572,94,12083,Asia|Europe|North America,synthetic_ecommerce
Product_460,Books Product 460,Books,3.3,0.1552,111,12536,Asia|Europe|North America,synthetic_ecommerce
Product_461,Clothing Product 461,Clothing,8.24,0.1438,88,10908,Asia|Europe|North America,synthetic_ecommerce
Product_462,Clothing Product 462,Clothing,3.24,0.1496,106,13515,Asia|Europe|North America,synthetic_ecommerce
Product_463,Clothing Product 463,Clothing,5.1,0.15,103,13583,Asia|Europe|North America,synthetic_ecommerce
Product_464,Home Appliances Product 464,Home Appliances,1.28,0.1531,112,13441,Asia|Europe|North America,synthetic_ecommerce
Product_465,Clothing Product 465,Clothing,2.95,0.1479,119,14679,Asia|Europe|North America,synthetic_ecommerce
Product_466,Books Product 466,Books,6.58,0.1591,86,9877,Asia|Europe|North America,synthetic_ecommerce
Product_467,Toys Product 467,Toys,0.96,0.1494,81,10506,Asia|Europe|North America,synthetic_ecommerce
Product_468,Clothing Product 468,Clothing,5.89,0.1422,102,12509,Asia|Europe|North America,synthetic_ecommerce
Product_469,Home Appliances Product 469,Home Appliances,3.34,0.1324,103,13254,Asia|Europe|North America,synthetic_ecommerce
Product_47,Toys Product 47,Toys,10.49,0.1453,93,11938,Asia|Europe|North America,synthetic_ecommerce
Product_470,Electronics Product 470,Electronics,6.66,0.1511,101,14507,Asia|Europe|North America,synthetic_ecommerce
Product_471,Clothing Product 471,Clothing,5.21,0.1398,116,14188,Asia|Europe|North America,synthetic_ecommerce
Product_472,Electronics Product 472,Electronics,2.49,0.1444,97,13001,Asia|Europe|North America,synthetic_ecommerce
Product_473,Electronics Product 473,Electronics,7.03,0.1531,107,14899,Asia|Europe|North America,synthetic_ecommerce
Product_474,Toys Product 474,Toys,6.86,0.1424,94,12691,Asia|Europe|North America,synthetic_ecommerce
Product_475,Electronics Product 475,Electronics,4.13,0.149,115,16108,Asia|Europe|North America,synthetic_ecommerce
Product_476,Toys Product 476,Toys,4.66,0.1465,99,13722,Asia|Europe|North America,synthetic_ecommerce
Product_477,Books Product 477,Books,2.31,0.148,104,12245,Asia|Europe|North America,synthetic_ecommerce
Product_478,Electronics Product 478,Electronics,3.17,0.1561,109,14626,Asia|Europe|North America,synthetic_ecommerce
Product_479,Toys Product 479,Toys,9.52,0.1512,97,12748,Asia|Europe|North America,synthetic_ecommerce
Product_48,Home Appliances Product 48,Home Appliances,2.04,0.1528,110,14229,Asia|Europe|North America,synthetic_ecommerce
Product_480,Books Product 480,Books,9.73,0.1567,102,11527,Asia|Europe|North America,synthetic_ecommerce
Product_481,Clothing Product 481,Clothing,5.43,0.1466,93,12862,Asia|Europe|North America,synthetic_ecommerce
Product_482,Toys Product 482,Toys,0.82,0.1488,104,14490,Asia|Europe|North America,synthetic_ecommerce
Product_483,Books Product 483,Books,6.34,0.1554,91,10662,Asia|Europe|North America,synthetic_ecommerce
Product_484,Electronics Product 484,Electronics,5.18,0.158,96,13192,Asia|Europe|North America,synthetic_ecommerce
Product_485,Electronics Product 485,Electronics,6.9,0.1485,88,11642,Asia|Europe|North America,synthetic_ecommerce
Product_486,Electronics Product 486,Electronics,4.5,0.1544,98,13500,Asia|Europe|North America,synthetic_ecommerce
Product_487,Books Product 487,Books,5.13,0.1415,106,12503,Asia|Europe|North America,synthetic_ecommerce
Product_488,Books Product 488,Books,4.26,0.1629,91,10079,Asia|Europe|North America,synthetic_ecommerce
Product_489,Home Appliances Product 489,Home Appliances,8.63,0.1444,95,11233,Asia|Europe|North America,synthetic_ecommerce
Product_49,Home Appliances Product 49,Home Appliances,4.93,0.1452,101,13237,Asia|Europe|North America,synthetic_ecommerce
Product_490,Clothing Product 490,Clothing,3.75,0.1631,101,11977,Asia|Europe|North America,synthetic_ecommerce
Product_491,Electronics Product 491,Electronics,0.56,0.1582,97,13059,Asia|Europe|North America,synthetic_ecommerce
Product_492,Home Appliances Product 492,Home Appliances,2.88,0.1626,82,9453,Asia|Europe|North America,synthetic_ecommerce
Product_493,Electronics Product 493,Electronics,6.29,0.1407,105,15065,Asia|Europe|North America,synthetic_ecommerce
Product_494,Home Appliances Product 494,Home Appliances,0.74,0.1699,86,11530,Asia|Europe|North America,synthetic_ecommerce
Product_495,Books Product 495,Books,1.18,0.1497,89,10322,Asia|Europe|North America,synthetic_ecommerce
Product_496,Toys Product 496,Toys,5.45,0.1647,98,13838,Asia|Europe|North America,synthetic_ecommerce
Product_497,Home Appliances Product 497,Home Appliances,7.24,0.146,111,13152,Asia|Europe|North America,synthetic_ecommerce
Product_498,Home Appliances Product 498,Home Appliances,10.9,0.1488,104,12440,Asia|Europe|North America,synthetic_ecommerce
Product_499,Electronics Product 499,Electronics,8.33,0.1484,108,15051,Asia|Europe|North America,synthetic_ecommerce
Product_5,Clothing Product 5,Clothing,4.22,0.143,96,12579,Asia|Europe|North America,synthetic_ecommerce
Product_50,Toys Product 50,Toys,5.59,0.1483,112,15877,Asia|Europe|North America,synthetic_ecommerce
Product_500,Toys Product 500,Toys,3.74,0.1598,81,11656,Asia|Europe|North America,synthetic_ecommerce
Product_501,Clothing Product 501,Clothing,3.29,0.1543,88,10952,Asia|Europe|North America,synthetic_ecommerce
Product_502,Home Appliances Product 502,Home Appliances,3.33,0.1576,111,14332,Asia|Europe|North America,synthetic_ecommerce
Product_503,Home Appliances Product 503,Home Appliances,3.09,0.151,88,10786,Asia|Europe|North America,synthetic_ecommerce
Product_504,Clothing Product 504,Clothing,3.03,0.1494,108,14051,Asia|Europe|North America,synthetic_ecommerce
Product_505,Clothing Product 505,Clothing,3.09,0.1602,103,12960,Asia|Europe|North America,synthetic_ecommerce
Product_506,Home Appliances Product 506,Home Appliances,3.54,0.1521,112,13618,Asia|Europe|North America,synthetic_ecommerce
Product_507,Books Product 507,Books,9.0,0.1625,102,12236,Asia|Europe|North America,synthetic_ecommerce
Product_508,Electronics Product 508,Electronics,0.86,0.1311,89,11867,Asia|Europe|North America,synthetic_ecommerce
Product_509,Electronics Product 509,Electronics,3.16,0.1401,96,13241,Asia|Europe|North America,synthetic_ecommerce
Product_51,Toys Product 51,Toys,5.4,0.1372,99,13233,Asia|Europe|North America,synthetic_ecommerce
Product_510,Home Appliances Product 510,Home Appliances,5.47,0.1429,87,10896,Asia|Europe|North America,synthetic_ecommerce
Product_511,Clothing Product 511,Clothing,1.54,0.1677,95,11662,Asia|Europe|North America,synthetic_ecommerce
Product_512,Home Appliances Product 512,Home Appliances,8.57,0.1543,101,11449,Asia|Europe|North America,synthetic_ecommerce
Product_513,Home Appliances Product 513,Home Appliances,1.28,0.1415,100,12094,Asia|Europe|North America,synthetic_ecommerce
Product_514,Clothing Product 514,Clothing,7.89,0.1418,98,12406,Asia|Europe|North America,synthetic_ecommerce
Product_515,Electronics Product 515,Electronics,7.69,0.1545,91,12618,Asia|Europe|North America,synthetic_ecommerce
Product_516,Clothing Product 516,Clothing,2.4,0.1513,90,11037,Asia|Europe|North America,synthetic_ecommerce
Product_517,Electronics Product 517,Electronics,1.88,0.1636,95,13154,Asia|Europe|North America,synthetic_ecommerce
Product_518,Electronics Product 518,Electronics,6.14,0.1565,96,14535,Asia|Europe|North America,synthetic_ecommerce
Product_519,Toys Product 519,Toys,0.46,0.1483,109,13812,Asia|Europe|North America,synthetic_ecommerce
Product_52,Electronics Product 52,Electronics,7.83,0.1499,84,11556,Asia|Europe|North America,synthetic_ecommerce
Product_520,Clothing Product 520,Clothing,4.15,0.1465,101,12694,Asia|Europe|North America,synthetic_ecommerce
Product_521,Toys Product 521,Toys,7.26,0.1442,104,13933,Asia|Europe|North America,synthetic_ecommerce
Product_522,Home Appliances Product 522,Home Appliances,3.76,0.1462,107,13161,Asia|Europe|North America,synthetic_ecommerce
Product_523,Electronics Product 523,Electronics,3.98,0.1413,93,12057,Asia|Europe|North America,synthetic_ecommerce
Product_524,Books Product 524,Books,0.55,0.1476,110,12089,Asia|Europe|North America,synthetic_ecommerce
Product_525,Home Appliances Product 525,Home Appliances,3.1,0.1556,77,9433,Asia|Europe|North America,synthetic_ecommerce
Product_526,Clothing Product 526,Clothing,3.52,0.1438,112,15299,Asia|Europe|North America,synthetic_ecommerce
Product_527,Electronics Product 527,Electronics,0.61,0.1585,95,13755,Asia|Europe|North America,synthetic_ecommerce
Product_528,Electronics Product 528,Electronics,0.68,0.152,98,13398,Asia|Europe|North America,synthetic_ecommerce
Product_529,Books Product 529,Books,8.82,0.1533,98,10782,Asia|Europe|North America,synthetic_ecommerce
Product_53,Home Appliances Product 53,Home Appliances,2.44,0.1396,90,11074,Asia|Europe|North America,synthetic_ecommerce
Product_530,Toys Product 530,Toys,5.13,0.1377,99,13746,Asia|Europe|North America,synthetic_ecommerce
Product_531,Clothing Product 531,Clothing,7.43,0.1543,83,10576,Asia|Europe|North America,synthetic_ecommerce
Product_532,Electronics Product 532,Electronics,2.94,0.1572,95,13284,Asia|Europe|North America,synthetic_ecommerce
Product_533,Electronics Product 533,Electronics,2.33,0.1635,98,15165,Asia|Europe|North America,synthetic_ecommerce
Product_534,Clothing Product 534,Clothing,2.04,0.1554,93,12237,Asia|Europe|North America,synthetic_ecommerce
Product_535,Toys Product 535,Toys,8.29,0.1579,86,10582,Asia|Europe|North America,synthetic_ecommerce
Product_536,Home Appliances Product 536,Home Appliances,5.52,0.1615,114,13052,Asia|Europe|North America,synthetic_ecommerce
Product_537,Books Product 537,Books,8.73,0.1428,96,10732,Asia|Europe|North America,synthetic_ecommerce
Product_538,Books Product 538,Books,6.07,0.1441,87,9973,Asia|Europe|North America,synthetic_ecommerce
Product_539,Toys Product 539,Toys,1.41,0.146,111,15078,Asia|Europe|North America,synthetic_ecommerce
Product_54,Home Appliances Product 54,Home Appliances,7.47,0.1578,103,12035,Asia|Europe|North America,synthetic_ecommerce
Product_540,Toys Product 540,Toys,4.65,0.1531,106,13682,Asia|Europe|North America,synthetic_ecommerce
Product_541,Books Product 541,Books,10.38,0.1577,90,11010,Asia|Europe|North America,synthetic_ecommerce
Product_542,Toys Product 542,Toys,0.89,0.1484,110,14698,Asia|Europe|North America,synthetic_ecommerce
Product_543,Clothing Product 543,Clothing,1.48,0.143,99,13102,Asia|Europe|North America,synthetic_ecommerce
Product_544,Books Product 544,Books,4.47,0.1449,110,12232,Asia|Europe|North America,synthetic_ecommerce
Product_545,Home Appliances Product 545,Home Appliances,0.79,0.1568,112,13737,Asia|Europe|North America,synthetic_ecommerce
Product_546,Toys Product 546,Toys,6.39,0.1492,105,13909,Asia|Europe|North America,synthetic_ecommerce
Product_547,Toys Product 547,Toys,6.14,0.1528,109,14702,Asia|Europe|North America,synthetic_ecommerce
Product_548,Toys Product 548,Toys,6.97,0.1515,97,12293,Asia|Europe|North America,synthetic_ecommerce
Product_549,Toys Product 549,Toys,8.01,0.1399,109,14749,Asia|Europe|North America,synthetic_ecommerce
Product_55,Clothing Product 55,Clothing,8.32,0.1473,105,13991,Asia|Europe|North America,synthetic_ecommerce
Product_550,Clothing Product 550,Clothing,9.97,0.1416,94,11446,Asia|Europe|North America,synthetic_ecommerce
Product_551,Electronics Product 551,Electronics,6.97,0.1649,107,15502,Asia|Europe|North America,synthetic_ecommerce
Product_552,Books Product 552,Books,11.06,0.1452,98,10419,Asia|Europe|North America,synthetic_ecommerce
Product_553,Electronics Product 553,Electronics,2.13,0.1462,87,12191,Asia|Europe|North America,synthetic_ecommerce
Product_554,Clothing Product 554,Clothing,7.83,0.1448,91,11782,Asia|Europe|North America,synthetic_ecommerce
Product_555,Books Product 555,Books,2.7,0.1512,88,10157,Asia|Europe|North America,synthetic_ecommerce
Product_556,Books Product 556,Books,1.03,0.1377,97,11064,Asia|Europe|North America,synthetic_ecommerce
Product_557,Home Appliances Product 557,Home Appliances,5.16,0.143,97,11874,Asia|Europe|North America,synthetic_ecommerce
Product_558,Books Product 558,Books,8.4,0.155,108,12489,Asia|Europe|North America,synthetic_ecommerce
